Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
0,3166.0,3166.0,3166.0,3166.0,0.0,False,True,False,True,True,False,True,False,False,False,True
1,3417.0,3417.0,3417.0,3417.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0.0,5116.0,5116.0,5116.0,5116.0,0.0,False,True,False,True,True,False,True,False,False,False,True
2,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,True,False,False,False,True
2,6125.0,6125.0,6125.0,6125.0,1.0,False,True,False,True,False,True,True,False,False,True,False
3,6406.0,6406.0,6406.0,6406.0,1.0,False,True,False,True,True,False,True,False,False,True,False
2,3159.0,3159.0,3159.0,3159.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,3087.0,3087.0,3087.0,3087.0,0.0,False,False,False,True,True,False,True,False,False,True,False
0,3229.0,3229.0,3229.0,3229.0,1.0,False,True,True,False,True,False,True,False,False,False,True
1,1782.0,1782.0,1782.0,1782.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,3182.0,3182.0,3182.0,3182.0,1.0,False,True,True,False,True,False,False,False,False,False,True
2,6540.0,6540.0,6540.0,6540.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,1836.0,1836.0,1836.0,1836.0,1.0,False,True,True,False,True,False,True,False,False,False,True
0,3166.0,3166.0,3166.0,3166.0,1.0,True,False,False,True,True,False,True,False,False,True,False
1,1880.0,1880.0,1880.0,1880.0,5403.459283387622,False,True,False,True,True,False,True,False,True,False,False
1,2787.0,2787.0,2787.0,2787.0,0.0,False,True,False,True,True,False,True,False,True,False,False
1,4283.0,4283.0,4283.0,4283.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,2297.0,2297.0,2297.0,2297.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,2165.0,2165.0,2165.0,2165.0,1.0,True,False,True,False,False,True,True,False,False,True,False
0,4750.0,4750.0,4750.0,4750.0,1.0,False,False,True,False,True,False,True,False,False,True,False
2,2726.0,2726.0,2726.0,2726.0,0.0,False,True,False,True,True,False,False,True,False,True,False
0,3000.0,3000.0,3000.0,3000.0,1.0,False,True,False,True,True,False,True,False,False,True,False
2,6000.0,6000.0,6000.0,6000.0,1.0,False,True,False,True,True,False,False,True,False,True,False
3,9357.0,9357.0,9357.0,9357.0,1.0,False,False,True,False,True,False,False,True,False,True,False
0,3859.0,3859.0,3859.0,3859.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,False,True,False,False,True
0,3833.0,3833.0,3833.0,3833.0,1.0,False,True,True,False,False,True,True,False,True,False,False
2,6383.0,6383.0,6383.0,6383.0,1.0,False,True,False,True,False,True,False,True,True,False,False
0.0,2987.0,2987.0,2987.0,2987.0,0.0,False,True,True,False,True,False,True,False,False,True,False
0,9963.0,9963.0,9963.0,9963.0,1.0,False,True,False,True,True,False,False,True,True,False,False
2,5780.0,5780.0,5780.0,5780.0,1.0,False,True,False,True,True,False,True,False,False,False,True
3,416.0,416.0,416.0,416.0,5403.459283387622,True,False,True,False,True,False,False,False,False,False,True
0,2894.0,2894.0,2894.0,2894.0,1.0,False,True,False,True,False,True,False,False,True,False,False
3,5703.0,5703.0,5703.0,5703.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,3676.0,3676.0,3676.0,3676.0,1.0,False,True,True,False,True,False,True,False,True,False,False
1,10161.5,10161.5,10161.5,10161.5,1.0,True,False,False,True,True,False,True,False,False,True,False
0,2400.0,2400.0,2400.0,2400.0,1.0,False,True,False,True,False,True,True,False,False,False,True
1,3400.0,3400.0,3400.0,3400.0,1.0,False,True,False,True,True,False,True,False,False,True,False
2,3987.0,3987.0,3987.0,3987.0,1.0,False,True,False,True,False,True,True,False,True,False,False
0,3232.0,3232.0,3232.0,3232.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,2900.0,2900.0,2900.0,2900.0,1.0,True,False,True,False,True,False,True,False,True,False,False
3,4106.0,4106.0,4106.0,4106.0,1.0,False,True,False,True,True,False,True,False,True,False,False
1,8072.0,8072.0,8072.0,8072.0,1.0,False,True,False,True,True,False,True,False,False,False,True
2,7583.0,7583.0,7583.0,7583.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,4583.0,4583.0,4583.0,4583.0,0.0,True,False,True,False,True,False,False,True,False,True,False
